0, 1548696387.945634
1, 1548696388.9457185
2, 1548696389.945756
3, 1548696390.945713
4, 1548696391.9457145
5, 1548696392.9456642
6, 1548696393.9455912
7, 1548696394.945626
8, 1548696395.9456584
9, 1548696396.945619
10, 1548696397.9456193
11, 1548696398.9455876
12, 1548696399.9456182
13, 1548696400.9456165
14, 1548696401.9455845
15, 1548696402.9456208
16, 1548696403.9455864
17, 1548696404.9456177
18, 1548696405.9456208
19, 1548696406.9455862
20, 1548696407.9455864
21, 1548696408.945622
22, 1548696409.94559
23, 1548696410.9456227
24, 1548696411.9456186
25, 1548696412.9456177
26, 1548696413.9456244
27, 1548696414.945589
28, 1548696415.9455879
29, 1548696416.9456224
30, 1548696417.9456162
31, 1548696418.9455864
32, 1548696419.945618
33, 1548696420.9456172
34, 1548696421.945588
35, 1548696422.9455857
36, 1548696423.94562
37, 1548696424.9456244
38, 1548696425.9455884
39, 1548696426.9455903
40, 1548696427.9456177
41, 1548696428.945621
42, 1548696429.9456186
43, 1548696430.9456224
44, 1548696431.94562
45, 1548696432.9455903
46, 1548696433.9456189
47, 1548696434.9455914
48, 1548696435.945586
49, 1548696436.9456167
50, 1548696437.9455853
51, 1548696438.9456196
52, 1548696439.945614
53, 1548696440.9456184
54, 1548696441.9456236
55, 1548696442.9456198
56, 1548696443.9456177
57, 1548696444.945619
58, 1548696445.9456189
59, 1548696446.9455853
