95,1957,528,528,530,531,0,0,19778
95,1957,528,528,530,531,0,0,0
93,2155,529,529,532,531,0,0,5
90,2136,529,529,531,531,0,0,7
95,2109,529,529,531,530,0,0,6
93,2079,529,528,531,531,0,0,7
94,2280,527,529,531,530,0,0,7
92,2299,529,528,531,530,0,0,6
92,2322,528,529,531,531,0,0,7
93,2331,528,528,531,530,0,0,6
92,2343,529,529,531,530,0,0,7
94,2350,528,529,531,531,0,0,7
95,2352,529,529,531,530,0,0,6
94,2362,528,529,531,530,0,0,7
95,2321,529,529,531,531,0,0,6
93,2297,529,529,532,530,0,0,7
93,2472,528,529,531,531,0,0,7
93,2472,530,529,531,531,0,0,5
94,2501,529,529,532,531,0,0,6
95,2522,529,532,531,531,0,0,7
94,2540,529,529,531,531,0,0,6
94,2550,529,529,531,531,0,0,7
94,2561,529,529,532,531,0,0,7
94,2562,530,529,532,531,0,0,6
94,2562,529,528,532,530,0,0,7
95,2564,530,529,531,530,0,0,6
95,2544,529,529,531,530,0,0,7
94,2514,529,529,531,529,0,0,7
94,2688,529,529,532,530,0,0,6
94,2723,529,529,531,530,0,0,7
94,2737,530,529,531,530,0,0,6
93,2751,528,528,531,531,0,0,7
94,2764,529,529,531,530,0,0,7
94,2786,529,531,531,530,0,0,6
93,2799,529,529,532,530,0,0,7
91,2804,529,529,531,531,0,0,6
92,2812,529,531,531,530,0,0,7
93,2776,529,529,531,530,0,0,6
92,2758,529,529,531,531,0,0,7
91,2911,530,529,532,532,0,0,7
91,2927,530,529,528,529,0,0,6
93,2939,529,527,532,530,0,0,7
91,2971,529,529,531,530,0,0,6
94,2979,528,529,531,531,0,0,7
92,2986,528,529,531,531,0,0,7
92,2992,529,529,533,531,0,0,6
93,2992,529,528,532,530,0,0,7
92,2998,529,528,530,530,0,0,6
91,2990,529,529,531,529,0,0,7
91,3094,529,530,531,530,0,0,7
89,3098,528,530,531,531,0,0,6
95,3128,532,529,531,530,0,0,7
93,3144,529,529,532,531,0,0,6
95,3162,529,529,531,531,0,0,7
93,3170,529,530,531,531,0,0,6
91,3193,530,529,531,531,0,0,7
93,3200,529,528,531,532,0,0,7
92,3202,528,529,531,530,0,0,6
93,3208,529,529,530,530,0,0,7
92,3188,529,529,531,531,0,0,6
92,3027,529,529,531,531,0,0,7
92,3298,528,529,531,530,0,0,7
93,3315,529,529,531,530,0,0,6
93,3329,529,531,531,530,0,0,7
93,3351,528,529,531,532,0,0,6
92,3357,529,529,531,531,0,0,7
92,3364,528,529,532,531,0,0,6
92,3384,529,529,531,530,0,0,7
92,3380,529,529,531,531,0,0,7
92,3386,530,529,531,531,0,0,6
93,3340,529,529,531,531,0,0,7
94,3323,528,529,531,530,0,0,6
91,3270,530,529,530,531,0,0,7
94,3358,528,528,532,531,0,0,7
92,3502,529,529,529,530,0,0,6
94,3514,528,531,531,531,0,0,7
91,3528,530,529,531,531,0,0,6
94,3534,529,528,531,530,0,0,7
93,3534,529,529,531,528,0,0,7
91,3555,528,529,529,530,0,0,6
89,3504,529,530,531,529,0,0,7
93,3480,529,528,531,530,0,0,6
91,3455,529,528,530,531,0,0,7
93,3462,529,530,531,530,0,0,6
94,3443,529,529,531,531,0,0,7
94,3501,530,529,531,530,0,0,7
94,3671,529,529,531,530,0,0,6
93,3677,529,530,531,531,0,0,7
93,3695,529,529,531,531,0,0,6
92,3709,529,528,531,531,0,0,7
92,3689,528,529,531,529,0,0,7
92,3691,528,530,533,530,0,0,6
