-7,1684,529,528,531,530,0,0,9401
-8,1654,528,529,531,530,0,0,4
-8,1662,529,528,531,530,0,0,7
-6,1663,529,530,531,530,0,0,7
-7,1664,530,529,531,530,0,0,6
-7,1675,528,529,531,530,0,0,7
-8,1647,530,529,531,530,0,0,6
-8,1635,529,529,531,530,0,0,7
-7,1641,529,529,531,531,0,0,7
-8,1619,529,529,531,531,0,0,6
-8,1620,530,529,531,530,0,0,7
-6,1630,529,530,532,531,0,0,6
-6,1604,529,529,531,531,0,0,7
-6,1605,529,528,531,531,0,0,7
-8,1594,528,529,530,531,0,0,6
-7,1599,529,529,531,531,0,0,7
-8,1578,529,529,531,530,0,0,6
-8,1579,529,529,531,530,0,0,5
-6,1545,529,529,531,530,0,0,7
-6,1557,529,528,532,531,0,0,7
-6,1559,529,529,532,530,0,0,6
-6,1564,529,529,532,531,0,0,7
-7,1554,529,529,531,530,0,0,6
-6,1533,529,529,531,530,0,0,7
-6,1510,529,529,531,531,0,0,7
-7,1527,528,529,531,531,0,0,6
-8,1521,529,529,527,531,0,0,7
-8,1518,529,529,532,530,0,0,6
-7,1523,529,529,532,530,0,0,7
-7,1497,529,528,530,531,0,0,7
-7,1486,528,529,531,531,0,0,6
-6,1483,529,529,532,530,0,0,7
-6,1478,528,529,531,530,0,0,6
-7,1469,528,529,531,530,0,0,7
-8,1472,529,529,530,530,0,0,6
-6,1459,529,529,530,530,0,0,7
-6,1458,529,527,531,531,0,0,7
-6,1466,528,529,531,531,0,0,6
-7,1447,530,529,532,531,0,0,7
-7,1438,528,529,531,530,0,0,6
-7,1426,529,529,531,531,0,0,7
-7,1421,529,529,531,532,0,0,7
-5,1412,529,529,532,531,0,0,6
-6,1432,529,529,533,531,0,0,7
-6,1410,529,529,531,530,0,0,6
-6,1394,527,529,531,529,0,0,7
-6,1377,529,529,530,530,0,0,7
-7,1389,529,529,531,531,0,0,6
-6,1389,529,529,531,530,0,0,7
-7,1375,528,529,531,530,0,0,6
-6,1367,528,529,531,530,0,0,7
-7,1361,529,529,531,530,0,0,6
-6,1360,529,529,531,530,0,0,7
-6,1355,529,530,531,530,0,0,7
-5,1356,528,529,531,531,0,0,6
-6,1340,530,529,531,530,0,0,7
-4,1335,529,530,531,530,0,0,6
-6,1329,530,529,532,531,0,0,7
-7,1324,529,530,531,531,0,0,7
-7,1338,528,529,531,531,0,0,6
-7,1305,529,529,531,531,0,0,7
-11,1304,529,528,532,531,0,0,6
-6,1292,527,529,531,530,0,0,7
-7,1279,528,529,531,530,0,0,7
-5,1276,529,529,532,530,0,0,6
-6,1301,529,529,531,530,0,0,7
-7,1273,529,529,532,530,0,0,6
-7,1268,529,529,531,530,0,0,7
-7,1285,529,529,531,530,0,0,6
-7,1257,529,529,531,530,0,0,7
-6,1246,529,528,530,530,0,0,7
-6,1247,529,529,531,530,0,0,6
-6,1232,529,529,530,531,0,0,7
-7,1230,529,529,531,530,0,0,6
-8,1226,528,529,531,533,0,0,7
-7,1224,529,529,531,531,0,0,7
-7,1218,529,528,531,530,0,0,6
-7,1190,528,529,532,531,0,0,7
-8,1207,529,532,531,530,0,0,6
-7,1197,529,529,531,530,0,0,7
-7,1169,529,529,531,531,0,0,7
-6,1181,529,529,531,529,0,0,6
-7,1184,529,529,531,530,0,0,7
-7,1158,528,529,531,530,0,0,6
-6,1167,529,529,531,531,0,0,7
-8,1156,529,527,531,530,0,0,6
-8,1137,528,529,531,530,0,0,7
-7,1149,530,529,531,530,0,0,7
-7,1152,527,529,532,531,0,0,6
-6,1139,529,529,534,531,0,0,7
-6,1147,530,529,531,530,0,0,6
-8,1125,528,529,531,531,0,0,7
-7,1118,529,529,531,531,0,0,7
-7,1114,529,530,531,531,0,0,6
-6,1114,529,529,531,531,0,0,7
-7,1109,529,531,532,531,0,0,6
-7,1117,529,529,531,531,0,0,7
-8,1090,528,528,531,530,0,0,7
-6,1090,528,529,531,528,0,0,6
-7,1088,528,530,531,530,0,0,7
-8,1079,528,529,530,530,0,0,6
-7,1068,528,528,531,530,0,0,7
-8,1062,528,529,531,531,0,0,6
-7,1062,529,529,531,530,0,0,7
-8,1048,528,529,532,531,0,0,7
-8,1053,529,530,531,530,0,0,6
